from,starting label,QID,label,depth,target
Q74128,Alfred Flechtheim,Q42882613,"Waterloo Bridge, London",3,1
Q104530765,Hugo Nathan,Q17505902,watercolorist,5,0
Q1634926,Hugo Cassirer,Q11075015,war criminal,5,0
Q17277888,Gottlieb Friedrich Reber,Q11075015,war criminal,2,0
Q160236,Metropolitan Museum of Art,Q11075015,war criminal,5,0
Q214867,National Gallery of Art,Q11075015,war criminal,4,0
Q160236,Metropolitan Museum of Art,Q164236,war correspondent,4,0
Q17277888,Gottlieb Friedrich Reber,Q2546745,Walter Westfeld,4,1
Q74128,Alfred Flechtheim,Q2546745,Walter Westfeld,4,1
Q17277888,Gottlieb Friedrich Reber,Q18602666,Walter Hofer,1,1
Q160236,Metropolitan Museum of Art,Q18602666,Walter Hofer,4,1
Q214867,National Gallery of Art,Q18602666,Walter Hofer,5,1
Q867510,Cypresses,Q107177051,Walter Feilchenfeldt Jr.,4,1
Q104530765,Hugo Nathan,Q107177051,Walter Feilchenfeldt Jr.,5,1
Q160236,Metropolitan Museum of Art,Q107177051,Walter Feilchenfeldt Jr.,3,1
Q1634926,Hugo Cassirer,Q2544162,Walter Feilchenfeldt,4,1
Q867510,Cypresses,Q2544162,Walter Feilchenfeldt,4,1
Q104530765,Hugo Nathan,Q2544162,Walter Feilchenfeldt,5,1
Q17277888,Gottlieb Friedrich Reber,Q2544162,Walter Feilchenfeldt,5,1
Q160236,Metropolitan Museum of Art,Q2544162,Walter Feilchenfeldt,2,1
Q104530765,Hugo Nathan,Q7964251,Walter Bareiss,5,1
Q160236,Metropolitan Museum of Art,Q7964251,Walter Bareiss,5,1
Q160236,Metropolitan Museum of Art,Q1750541,Walter Annenberg,2,1
Q160236,Metropolitan Museum of Art,Q7963124,Wallis Annenberg,3,1
Q17277888,Gottlieb Friedrich Reber,Q19885021,Wall with Inscriptions,5,0
Q55680361,Oskar Reichel,Q19885021,Wall with Inscriptions,5,0
Q74128,Alfred Flechtheim,Q19885021,Wall with Inscriptions,5,0
Q74128,Alfred Flechtheim,Q7960534,Waiting,3,1
Q160236,Metropolitan Museum of Art,Q944225,Waddesdon Manor,5,0
Q1634926,Hugo Cassirer,Q152564,Völkischer Beobachter,5,0
Q160236,Metropolitan Museum of Art,Q152564,Völkischer Beobachter,5,0
Q156426,Alexej von Jawlensky,Q4109309,Vladimir Nikolaevich Veryovkin,2,0
Q160236,Metropolitan Museum of Art,Q28854014,Vladimir Velho,5,0
Q160236,Metropolitan Museum of Art,Q16699463,Vladimir Solomirski,3,0
Q160236,Metropolitan Museum of Art,Q16977139,Vladimir Sheremetev,5,0
Q160236,Metropolitan Museum of Art,Q700060,Vladimir Paley,5,0
Q160236,Metropolitan Museum of Art,Q76314389,Vivien Catherine Evelyn Ridley,5,0
Q104530765,Hugo Nathan,Q2528876,Vittorio Cini,5,0
Q160236,Metropolitan Museum of Art,Q2528876,Vittorio Cini,5,0
Q214867,National Gallery of Art,Q4015210,Vittoria Contini Bonacossi,3,1
Q867510,Cypresses,Q3391743,visual artist,4,0
Q104530765,Hugo Nathan,Q3391743,visual artist,5,0
Q160236,Metropolitan Museum of Art,Q3391743,visual artist,5,0
Q214867,National Gallery of Art,Q3391743,visual artist,5,0
Q160236,Metropolitan Museum of Art,Q27982855,Visitation,5,1
Q160236,Metropolitan Museum of Art,Q1259917,violinist,5,1
Q55680361,Oskar Reichel,Q7933396,Violin and Grapes,3,1
Q74128,Alfred Flechtheim,Q7933396,Violin and Grapes,1,1
Q160236,Metropolitan Museum of Art,Q75385956,Violet Spencer-Churchill,5,0
Q160236,Metropolitan Museum of Art,Q18704648,Violet Pure Pitman,4,0
Q160236,Metropolitan Museum of Art,Q18704645,Violet Ormond,4,0
Q104530765,Hugo Nathan,Q7933233,"Violet Cripps, Baroness Parmoor",5,0
Q160236,Metropolitan Museum of Art,Q7933233,"Violet Cripps, Baroness Parmoor",5,0
Q160236,Metropolitan Museum of Art,Q76328870,Violente Theresia Gräfin von Thurn und Taxis,4,0
Q160236,Metropolitan Museum of Art,Q452580,Vincenzo Gonzaga,5,0
Q21948567,Sunflowers,Q2185351,Vincent Willem van Gogh,2,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q2185351,Vincent Willem van Gogh,2,0
Q160236,Metropolitan Museum of Art,Q2185351,Vincent Willem van Gogh,5,0
Q74128,Alfred Flechtheim,Q2185351,Vincent Willem van Gogh,3,0
Q21948567,Sunflowers,Q102413149,Vincent van Gogh (Uncle Cent),5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q102413149,Vincent van Gogh (Uncle Cent),5,0
Q160236,Metropolitan Museum of Art,Q102413149,Vincent van Gogh (Uncle Cent),5,0
Q21948567,Sunflowers,Q5582,Vincent van Gogh,4,1
Q21948567,Sunflowers,Q1960369,Vincent van Gogh,4,1
Q21948567,Sunflowers,Q102441871,Vincent van Gogh,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q5582,Vincent van Gogh,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1960369,Vincent van Gogh,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q102441871,Vincent van Gogh,5,1
Q160236,Metropolitan Museum of Art,Q5582,Vincent van Gogh,2,1
Q160236,Metropolitan Museum of Art,Q1960369,Vincent van Gogh,4,1
Q17277888,Gottlieb Friedrich Reber,Q19681547,"View of Pirna, from Sonnestein Castle",3,1
Q74128,Alfred Flechtheim,Q19681547,"View of Pirna, from Sonnestein Castle",3,1
Q657415,Cleveland Museum of Art,Q2567431,View of Dordrecht,4,1
Q74128,Alfred Flechtheim,Q20560074,View of Beverwijk,5,1
Q29441758,Margarete Mauthner,Q4110598,video blogger,5,0
Q55680361,Oskar Reichel,Q3557533,Victor Rabinowitz,5,0
Q160236,Metropolitan Museum of Art,Q75534054,unnamed son Pratt,5,0
Q160236,Metropolitan Museum of Art,Q75580493,unnamed son Bonaparte,3,0
Q160236,Metropolitan Museum of Art,Q75391592,unnamed daughter Romanov,3,0
Q160236,Metropolitan Museum of Art,Q75585274,unnamed daughter Bonaparte,4,0
Q160236,Metropolitan Museum of Art,Q75385520,unnamed child Romanov,4,0
Q160236,Metropolitan Museum of Art,Q76328875,unknown von der Pfalz,4,0
Q160236,Metropolitan Museum of Art,Q75883813,unknown son Petty-FitzMaurice,5,0
Q160236,Metropolitan Museum of Art,Q76099630,unknown son Grosvenor,5,0
Q160236,Metropolitan Museum of Art,Q76099629,unknown son Grosvenor,5,0
Q160236,Metropolitan Museum of Art,Q75953496,unknown daughter Grenfell,5,0
Q160236,Metropolitan Museum of Art,Q75317885,unknown daughter d'Orléans,5,0
Q160236,Metropolitan Museum of Art,Q75474000,unknown daughter d'Orléans,5,0
Q160236,Metropolitan Museum of Art,Q75295047,unknown daughter d'Orléans,5,0
Q1634926,Hugo Cassirer,Q1622272,university teacher,3,0
Q867510,Cypresses,Q1622272,university teacher,4,0
Q21948567,Sunflowers,Q1622272,university teacher,2,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1622272,university teacher,2,0
Q17277888,Gottlieb Friedrich Reber,Q1622272,university teacher,4,0
Q160236,Metropolitan Museum of Art,Q1622272,university teacher,3,0
Q5147536,Josef Feinhals,Q1622272,university teacher,2,0
Q26221184,Olive Picking,Q1622272,university teacher,3,0
Q74128,Alfred Flechtheim,Q1622272,university teacher,3,0
Q160236,Metropolitan Museum of Art,Q14213,United States Secretary of State,4,0
Q160236,Metropolitan Museum of Art,Q1145552,UbuWeb,5,0
Q160236,Metropolitan Museum of Art,Q354034,type designer,5,0
Q21948567,Sunflowers,Q20010400,"Two women and a child,  'A Mother's Care'",5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q20010400,"Two women and a child,  'A Mother's Care'",5,0
Q160236,Metropolitan Museum of Art,Q20010400,"Two women and a child,  'A Mother's Care'",5,0
Q160236,Metropolitan Museum of Art,Q17265543,Two Riders on the Beach to the left,5,1
Q74128,Alfred Flechtheim,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,1,1
Q17277888,Gottlieb Friedrich Reber,Q20553562,Two Nudes (Lovers),5,1
Q55680361,Oskar Reichel,Q20553562,Two Nudes (Lovers),1,1
Q74128,Alfred Flechtheim,Q20553562,Two Nudes (Lovers),5,1
Q17277888,Gottlieb Friedrich Reber,Q19883498,Two Nudes,3,1
Q55680361,Oskar Reichel,Q19883498,Two Nudes,3,1
Q74128,Alfred Flechtheim,Q19883498,Two Nudes,3,1
Q1634926,Hugo Cassirer,Q26221201,Two Diggers among Trees,5,1
Q867510,Cypresses,Q26221201,Two Diggers among Trees,4,1
Q104530765,Hugo Nathan,Q26221201,Two Diggers among Trees,1,1
Q160236,Metropolitan Museum of Art,Q26221201,Two Diggers among Trees,5,1
Q160236,Metropolitan Museum of Art,Q19913218,Two Dancers,3,1
Q160236,Metropolitan Museum of Art,Q19914011,Two Dancers,3,1
Q160236,Metropolitan Museum of Art,Q3108260,Trois Baigneuses,3,1
Q214867,National Gallery of Art,Q3108260,Trois Baigneuses,3,1
Q1634926,Hugo Cassirer,Q27568006,Triptych: Holy Family with Saints Catherine and Barbara,5,1
Q160236,Metropolitan Museum of Art,Q27568006,Triptych: Holy Family with Saints Catherine and Barbara,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q333634,translator,2,0
Q29441758,Margarete Mauthner,Q333634,translator,1,0
Q160236,Metropolitan Museum of Art,Q333634,translator,4,0
Q74128,Alfred Flechtheim,Q333634,translator,3,0
Q160236,Metropolitan Museum of Art,Q98755339,TP updated between September 2019 and August 2020,3,0
Q160236,Metropolitan Museum of Art,Q41213,Tower of Babel,4,0
Q160236,Metropolitan Museum of Art,Q69997425,Tower of Babel,5,0
Q160236,Metropolitan Museum of Art,Q88817706,Tout l'œuvre peint de Courbet,3,0
Q5147536,Josef Feinhals,Q2446761,Touro College Berlin,4,0
Q1634926,Hugo Cassirer,Q1321055,Tilla Durieux,3,1
Q1634926,Hugo Cassirer,Q78793,Tilla Durieux,3,1
Q21948567,Sunflowers,Q1321055,Tilla Durieux,5,1
Q21948567,Sunflowers,Q78793,Tilla Durieux,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1321055,Tilla Durieux,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q78793,Tilla Durieux,5,1
Q17277888,Gottlieb Friedrich Reber,Q1321055,Tilla Durieux,4,1
Q17277888,Gottlieb Friedrich Reber,Q78793,Tilla Durieux,4,1
Q29441758,Margarete Mauthner,Q78793,Tilla Durieux,5,1
Q29441758,Margarete Mauthner,Q1321055,Tilla Durieux,5,1
Q160236,Metropolitan Museum of Art,Q1321055,Tilla Durieux,1,1
Q160236,Metropolitan Museum of Art,Q78793,Tilla Durieux,2,1
Q214867,National Gallery of Art,Q1321055,Tilla Durieux,5,1
Q657415,Cleveland Museum of Art,Q176251,Thyssen-Bornemisza Museum,2,1
Q74128,Alfred Flechtheim,Q21753940,Thyssen-Bornemisza family Collection,5,1
Q657415,Cleveland Museum of Art,Q21753940,Thyssen-Bornemisza family Collection,5,1
Q17277888,Gottlieb Friedrich Reber,Q106874309,Three Figures with Furniture-like Forms,5,1
Q55680361,Oskar Reichel,Q106874309,Three Figures with Furniture-like Forms,5,1
Q74128,Alfred Flechtheim,Q106874309,Three Figures with Furniture-like Forms,5,1
Q160236,Metropolitan Museum of Art,Q17021787,Thomas Agnew & Sons,2,1
Q160236,Metropolitan Museum of Art,Q75391596,third unnamed daughter Romanov,3,0
Q1634926,Hugo Cassirer,Q56555894,Theodore Schempp,5,1
Q867510,Cypresses,Q56555894,Theodore Schempp,3,1
Q104530765,Hugo Nathan,Q56555894,Theodore Schempp,4,1
Q21948567,Sunflowers,Q56555894,Theodore Schempp,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q56555894,Theodore Schempp,5,1
Q17277888,Gottlieb Friedrich Reber,Q56555894,Theodore Schempp,2,1
Q160236,Metropolitan Museum of Art,Q56555894,Theodore Schempp,3,1
Q26221201,Two Diggers among Trees,Q56555894,Theodore Schempp,5,1
Q74128,Alfred Flechtheim,Q56555894,Theodore Schempp,5,1
Q104530765,Hugo Nathan,Q19429021,Theodor Fischer,5,1
Q160236,Metropolitan Museum of Art,Q19429021,Theodor Fischer,5,1
Q21948567,Sunflowers,Q317188,Theo Van Gogh,2,0
Q21948567,Sunflowers,Q2659670,Theo van Gogh,3,0
Q21948567,Sunflowers,Q205456,Theo van Gogh,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q317188,Theo Van Gogh,2,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q2659670,Theo van Gogh,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q205456,Theo van Gogh,4,0
Q160236,Metropolitan Museum of Art,Q317188,Theo Van Gogh,4,0
Q74128,Alfred Flechtheim,Q2659670,Theo van Gogh,4,0
Q74128,Alfred Flechtheim,Q205456,Theo van Gogh,5,0
Q17277888,Gottlieb Friedrich Reber,Q3387717,theatrical director,5,0
Q74128,Alfred Flechtheim,Q11613590,theatre designer,5,0
Q11770767,Still life with coffee pot  dishes and fruit,Q103479,Thea Sternheim,2,1
Q160236,Metropolitan Museum of Art,Q39013,The Woman in the Waves,1,0
Q74128,Alfred Flechtheim,Q104585989,The Two Brothers,1,1
Q17277888,Gottlieb Friedrich Reber,Q42877939,The Swimmers,5,1
Q55680361,Oskar Reichel,Q42877939,The Swimmers,5,1
Q74128,Alfred Flechtheim,Q42877939,The Swimmers,5,1
Q160236,Metropolitan Museum of Art,Q20267585,The Rape of Europa,3,0
Q160236,Metropolitan Museum of Art,Q20268530,The Rape of Europa,3,0
Q1634926,Hugo Cassirer,Q1810348,The Quai Malaquais and the Institute,3,1
Q21948567,Sunflowers,Q1810348,The Quai Malaquais and the Institute,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1810348,The Quai Malaquais and the Institute,5,1
Q17277888,Gottlieb Friedrich Reber,Q1810348,The Quai Malaquais and the Institute,4,1
Q29441758,Margarete Mauthner,Q1810348,The Quai Malaquais and the Institute,5,1
Q160236,Metropolitan Museum of Art,Q1810348,The Quai Malaquais and the Institute,3,1
Q160236,Metropolitan Museum of Art,Q1976985,The Nelson-Atkins Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q29167435,The Metropolitan Museum of Art Guide (2012 edition),2,0
Q867510,Cypresses,Q55647114,The Lute Player,5,0
Q104530765,Hugo Nathan,Q55647114,The Lute Player,4,0
Q160236,Metropolitan Museum of Art,Q55647114,The Lute Player,4,0
Q26221201,Two Diggers among Trees,Q55647114,The Lute Player,5,0
Q867510,Cypresses,Q21479251,The Lock at Pontoise,4,1
Q104530765,Hugo Nathan,Q21479251,The Lock at Pontoise,3,1
Q29441758,Margarete Mauthner,Q21479251,The Lock at Pontoise,5,1
Q160236,Metropolitan Museum of Art,Q21479251,The Lock at Pontoise,3,1
Q26221201,Two Diggers among Trees,Q21479251,The Lock at Pontoise,4,1
Q1634926,Hugo Cassirer,Q776175,The Harvesters,5,0
Q160236,Metropolitan Museum of Art,Q776175,The Harvesters,1,0
Q214867,National Gallery of Art,Q776175,The Harvesters,5,0
Q160236,Metropolitan Museum of Art,Q30034332,The H. O. Havemeyer Collection,3,0
Q104530765,Hugo Nathan,Q64212048,The Glade,5,1
Q160236,Metropolitan Museum of Art,Q64212048,The Glade,5,1
Q160236,Metropolitan Museum of Art,Q19905131,The Four Trees,3,0
Q160236,Metropolitan Museum of Art,Q79896273,The Fall of Man,3,1
Q214867,National Gallery of Art,Q79896273,The Fall of Man,3,1
Q74128,Alfred Flechtheim,Q7720110,The Brierwood Pipe,3,1
Q74128,Alfred Flechtheim,Q60474736,The Aviator,1,1
Q74128,Alfred Flechtheim,Q19077875,The American Cyclopædia,5,0
Q74128,Alfred Flechtheim,Q49277733,"Thalia and Melpomene, the Muses of Comedy and Tragedy",3,1
Q74128,Alfred Flechtheim,Q1320883,talent manager,5,0
Q160236,Metropolitan Museum of Art,Q524534,Suzanne Manet,3,0
Q214867,National Gallery of Art,Q524534,Suzanne Manet,4,0
Q74128,Alfred Flechtheim,Q21948567,Sunflowers,3,1
Q74128,Alfred Flechtheim,Q24022779,Still Life: Potatoes in a Yellow Dish,1,1
Q55680361,Oskar Reichel,Q28008262,Still Life with Mutton and Hyacinth,1,0
Q1634926,Hugo Cassirer,Q28035859,Still Life with Mangoes and a Hibiscus Flower,4,1
Q867510,Cypresses,Q28035859,Still Life with Mangoes and a Hibiscus Flower,2,1
Q104530765,Hugo Nathan,Q28035859,Still Life with Mangoes and a Hibiscus Flower,3,1
Q29441758,Margarete Mauthner,Q28035859,Still Life with Mangoes and a Hibiscus Flower,5,1
Q160236,Metropolitan Museum of Art,Q28035859,Still Life with Mangoes and a Hibiscus Flower,5,1
Q26221201,Two Diggers among Trees,Q28035859,Still Life with Mangoes and a Hibiscus Flower,4,1
Q160236,Metropolitan Museum of Art,Q109870350,Spoliation reports from UK museums,5,1
Q74128,Alfred Flechtheim,Q232972,Sonia Delaunay,3,1
Q160236,Metropolitan Museum of Art,Q7560690,Son of Man in Judaism,5,0
Q160236,Metropolitan Museum of Art,Q7560691,Son of man in Christianity,5,0
Q324935,Ferenc Hatvany,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,4,0
Q74128,Alfred Flechtheim,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,5,0
Q3783572,Harvard Art Museums,Q2918448,Harvard Museum of the Ancient Near East,2,0
Q55680361,Oskar Reichel,Q105582344,Self-portrait as a clown,5,1
Q74128,Alfred Flechtheim,Q105582344,Self-portrait as a clown,1,1
Q160236,Metropolitan Museum of Art,Q75391593,second unnamed daughter Romanov,3,0
Q324935,Ferenc Hatvany,Q1034379,Sándor Hatvany-Deutsch,1,1
Q160236,Metropolitan Museum of Art,Q62274663,Samuel H. Kress Collection of the National Gallery of Art,5,1
Q214867,National Gallery of Art,Q62274663,Samuel H. Kress Collection of the National Gallery of Art,3,1
Q74128,Alfred Flechtheim,Q19308411,Sam Salz,2,1
Q867510,Cypresses,Q96522,Salman Schocken,1,1
Q867510,Cypresses,Q1760539,Saint Louis Art Museum,5,1
Q17277888,Gottlieb Friedrich Reber,Q1760539,Saint Louis Art Museum,4,1
Q160236,Metropolitan Museum of Art,Q1760539,Saint Louis Art Museum,5,1
Q214867,National Gallery of Art,Q1360663,Rudolf von Gutmann,5,1
Q74128,Alfred Flechtheim,Q19006298,Rudolf Staechelin,2,1
Q160236,Metropolitan Museum of Art,Q35134777,Rudolf J. Heinemann,4,1
Q160236,Metropolitan Museum of Art,Q67380808,Rosenberg and Stiebel,4,1
Q17277888,Gottlieb Friedrich Reber,Q75837445,Rose Pearlman,5,1
Q55680361,Oskar Reichel,Q75837445,Rose Pearlman,5,1
Q74128,Alfred Flechtheim,Q75837445,Rose Pearlman,5,1
Q214867,National Gallery of Art,Q3442230,Rosalie von Gutmann,5,0
Q867510,Cypresses,Q104917373,Romantic Painting with Ruins,4,1
Q104530765,Hugo Nathan,Q104917373,Romantic Painting with Ruins,5,1
Q160236,Metropolitan Museum of Art,Q104917373,Romantic Painting with Ruins,5,1
Q160236,Metropolitan Museum of Art,Q2504617,romanist,4,0
Q1634926,Hugo Cassirer,Q55656666,"Roman period shears from Trabzon, MET 39.2.2",5,1
Q160236,Metropolitan Museum of Art,Q55656666,"Roman period shears from Trabzon, MET 39.2.2",1,1
Q214867,National Gallery of Art,Q55656666,"Roman period shears from Trabzon, MET 39.2.2",5,1
Q160236,Metropolitan Museum of Art,Q22101864,Robin Lehman,3,1
Q17277888,Gottlieb Friedrich Reber,Q1998160,Robert Noortman,5,1
Q160236,Metropolitan Museum of Art,Q3435730,Robert Lehman,2,1
Q214867,National Gallery of Art,Q190804,Rijksmuseum,5,1
Q657415,Cleveland Museum of Art,Q190804,Rijksmuseum,5,1
Q1634926,Hugo Cassirer,Q27680201,Riemann's Music Dictionary (1901–1904),5,0
Q160236,Metropolitan Museum of Art,Q27680201,Riemann's Music Dictionary (1901–1904),3,0
Q1634926,Hugo Cassirer,Q2148186,Rhode Island School of Design Museum,5,1
Q867510,Cypresses,Q2148186,Rhode Island School of Design Museum,3,1
Q104530765,Hugo Nathan,Q2148186,Rhode Island School of Design Museum,4,1
Q26221201,Two Diggers among Trees,Q2148186,Rhode Island School of Design Museum,5,1
Q17277888,Gottlieb Friedrich Reber,Q83488454,Revealed: National Gallery's Cranach is war loot,4,1
Q55680361,Oskar Reichel,Q83488454,Revealed: National Gallery's Cranach is war loot,4,1
Q74128,Alfred Flechtheim,Q83488454,Revealed: National Gallery's Cranach is war loot,4,1
Q1634926,Hugo Cassirer,Q673751,Reichsleiter Rosenberg Taskforce,5,1
Q867510,Cypresses,Q673751,Reichsleiter Rosenberg Taskforce,5,1
Q104530765,Hugo Nathan,Q673751,Reichsleiter Rosenberg Taskforce,4,1
Q160236,Metropolitan Museum of Art,Q673751,Reichsleiter Rosenberg Taskforce,4,1
Q26221201,Two Diggers among Trees,Q673751,Reichsleiter Rosenberg Taskforce,5,1
Q55680361,Oskar Reichel,Q131572,refugee,5,1
Q74128,Alfred Flechtheim,Q131572,refugee,1,1
Q74128,Alfred Flechtheim,Q131572,refugee,1,1
Q160236,Metropolitan Museum of Art,Q20074801,Raising the Young Man of Nain,5,0
Q160236,Metropolitan Museum of Art,Q57666,Queen Marie of Romania,5,0
Q55680361,Oskar Reichel,Q2516866,publisher,5,0
Q55680361,Oskar Reichel,Q1773840,provenance,5,1
Q74128,Alfred Flechtheim,Q1773840,provenance,2,1
Q55680361,Oskar Reichel,Q768717,private collection,4,1
Q74128,Alfred Flechtheim,Q768717,private collection,2,1
Q74128,Alfred Flechtheim,Q20183867,Portrait of Madame Brunet,3,1
Q160236,Metropolitan Museum of Art,Q18760265,Portrait of Herman Doomer,3,0
Q74128,Alfred Flechtheim,Q18056753,Portrait of an unknown man,5,1
Q21948567,Sunflowers,Q18120969,Portrait of an old woman,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q18120969,Portrait of an old woman,5,0
Q160236,Metropolitan Museum of Art,Q19905326,Portrait of an Old Woman,3,0
Q55680361,Oskar Reichel,Q19883952,Portrait of an Equilibrist,5,1
Q160236,Metropolitan Museum of Art,Q17987246,"Portrait of an Elderly Man, traditionally called Heer Bodolphe",3,1
Q160236,Metropolitan Museum of Art,Q20168379,Portrait of a Young Woman,3,0
Q160236,Metropolitan Museum of Art,Q3937730,Portrait of a Young Man with a Book,3,0
Q55680361,Oskar Reichel,Q20276008,Portrait of a Young Artist,3,1
Q74128,Alfred Flechtheim,Q20276008,Portrait of a Young Artist,3,1
Q160236,Metropolitan Museum of Art,Q3937681,Portrait of a Woman with a Man at a Casement,1,0
Q214867,National Gallery of Art,Q3937681,Portrait of a Woman with a Man at a Casement,5,0
Q867510,Cypresses,Q60514834,Portrait of a Woman as Diana,4,1
Q104530765,Hugo Nathan,Q60514834,Portrait of a Woman as Diana,3,1
Q29441758,Margarete Mauthner,Q60514834,Portrait of a Woman as Diana,5,1
Q160236,Metropolitan Museum of Art,Q60514834,Portrait of a Woman as Diana,3,1
Q26221201,Two Diggers among Trees,Q60514834,Portrait of a Woman as Diana,4,1
Q160236,Metropolitan Museum of Art,Q20167179,"Portrait of a Woman, probably a Member of the Van Beresteyn Family",3,0
Q160236,Metropolitan Museum of Art,Q19913201,"Portrait of a Woman, Called Héloïse Abélard",3,0
Q160236,Metropolitan Museum of Art,Q19912383,Portrait of a Woman,3,0
Q74128,Alfred Flechtheim,Q20539227,Portrait of a Man and Woman in an Interior,3,1
Q74128,Alfred Flechtheim,Q18030849,"Portrait of a man, possibly Adriaen van Ostade",5,1
Q74128,Alfred Flechtheim,Q19913398,Portrait of a Man,3,1
Q17277888,Gottlieb Friedrich Reber,Q49277675,"Polymnia, the Muse of Sacred Hymn",3,1
Q55680361,Oskar Reichel,Q49277675,"Polymnia, the Muse of Sacred Hymn",3,1
Q74128,Alfred Flechtheim,Q49277675,"Polymnia, the Muse of Sacred Hymn",3,1
Q21948567,Sunflowers,Q11822840,,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q11822840,,5,0
Q160236,Metropolitan Museum of Art,Q11822840,,3,0
Q867510,Cypresses,Q13218361,polo player,5,0
Q104530765,Hugo Nathan,Q13218361,polo player,4,0
Q160236,Metropolitan Museum of Art,Q13218361,polo player,3,0
Q156426,Alexej von Jawlensky,Q82955,politician,4,0
Q666331,Foundation E.G. Bührle Collection,Q82955,politician,3,0
Q1634926,Hugo Cassirer,Q82955,politician,5,0
Q867510,Cypresses,Q82955,politician,3,0
Q104530765,Hugo Nathan,Q82955,politician,5,0
Q17277888,Gottlieb Friedrich Reber,Q82955,politician,2,0
Q55680361,Oskar Reichel,Q82955,politician,5,0
Q160236,Metropolitan Museum of Art,Q82955,politician,3,0
Q214867,National Gallery of Art,Q82955,politician,3,0
Q74128,Alfred Flechtheim,Q82955,politician,5,0
Q17277888,Gottlieb Friedrich Reber,Q15958642,political writer,5,0
Q55680361,Oskar Reichel,Q15958642,political writer,5,0
Q74128,Alfred Flechtheim,Q15958642,political writer,5,0
Q17277888,Gottlieb Friedrich Reber,Q1238570,political scientist,5,0
Q160236,Metropolitan Museum of Art,Q36,Poland,4,0
Q21948567,Sunflowers,Q49757,poet,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q49757,poet,5,0
Q160236,Metropolitan Museum of Art,Q49757,poet,3,0
Q160236,Metropolitan Museum of Art,Q1752882,Ploskovice,5,0
Q1634926,Hugo Cassirer,Q214917,playwright,3,0
Q11770767,Still life with coffee pot  dishes and fruit,Q214917,playwright,2,0
Q160236,Metropolitan Museum of Art,Q214917,playwright,3,0
Q214867,National Gallery of Art,Q214917,playwright,3,0
Q160236,Metropolitan Museum of Art,Q3906134,Placido Gabrielli,4,0
Q160236,Metropolitan Museum of Art,Q53950502,Pinakos Inc,4,1
Q160236,Metropolitan Museum of Art,Q253864,Pietro Toesca,5,0
Q160236,Metropolitan Museum of Art,Q75581268,"Pietro Primoli di Foglia, Conte Primoli di Foglia",5,0
Q160236,Metropolitan Museum of Art,Q57151860,Pieter Reael,5,0
Q160236,Metropolitan Museum of Art,Q17651291,Pietà,5,0
Q160236,Metropolitan Museum of Art,Q2871551,Pierre-Suzanne-Augustin Cochin,5,0
Q214867,National Gallery of Art,Q2871551,Pierre-Suzanne-Augustin Cochin,5,0
Q1634926,Hugo Cassirer,Q39931,Pierre-Auguste Renoir,4,1
Q17277888,Gottlieb Friedrich Reber,Q39931,Pierre-Auguste Renoir,5,1
Q160236,Metropolitan Museum of Art,Q39931,Pierre-Auguste Renoir,2,1
Q1634926,Hugo Cassirer,Q518966,Pierre Renoir,5,0
Q160236,Metropolitan Museum of Art,Q518966,Pierre Renoir,3,0
Q160236,Metropolitan Museum of Art,Q764398,Pierre Napoleon Bonaparte,3,0
Q160236,Metropolitan Museum of Art,Q2092993,Pierre Ernest Prins,5,0
Q160236,Metropolitan Museum of Art,Q75392841,Pierre André Boyer,4,0
Q160236,Metropolitan Museum of Art,Q486748,pianist,4,0
Q26221184,Olive Picking,Q486748,pianist,4,0
Q214867,National Gallery of Art,Q486748,pianist,5,0
Q1634926,Hugo Cassirer,Q39631,physician,5,0
Q867510,Cypresses,Q39631,physician,5,0
Q17277888,Gottlieb Friedrich Reber,Q39631,physician,5,0
Q160236,Metropolitan Museum of Art,Q39631,physician,3,0
Q160236,Metropolitan Museum of Art,Q45764132,photography collector,5,0
Q867510,Cypresses,Q33231,photographer,4,0
Q104530765,Hugo Nathan,Q33231,photographer,5,0
